District,District Name,Nom de Circonscription,Type of results*,Type de résultats**,Surname - Nom de famille,Middle name(s) - Autre(s) prénom(s),Given name - Prénom,party,Appartenance politique,Votes obtained - Votes obtenus,% Votes obtained - Votes obtenus %,Rejected ballots - Bulletins rejetés***,Total number of ballots cast - Nombre total de votes déposés
12009,South Shore--St. Margarets,South Shore--St. Margarets,preliminary,préliminaires,Foster,,Steven,Independent,Indépendant(e),379,.7,0,52521
12009,South Shore--St. Margarets,South Shore--St. Margarets,preliminary,préliminaires,Hepburn,,Jessika,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8361,15.9,0,52521
12009,South Shore--St. Margarets,South Shore--St. Margarets,preliminary,préliminaires,Jordan,,Bernadette,Liberal,Libéral,21887,41.7,0,52521
12009,South Shore--St. Margarets,South Shore--St. Margarets,preliminary,préliminaires,Matthews,,Jason,VCP,CAC,126,.2,0,52521
12009,South Shore--St. Margarets,South Shore--St. Margarets,preliminary,préliminaires,McMahon,,Shawn,Independent,Indépendant(e),165,.3,0,52521
12009,South Shore--St. Margarets,South Shore--St. Margarets,preliminary,préliminaires,Monk,,Robert,People's Party,Parti populaire,665,1.3,0,52521
12009,South Shore--St. Margarets,South Shore--St. Margarets,preliminary,préliminaires,Perkins,,Rick,Conservative,Conservateur,14744,28.1,0,52521
12009,South Shore--St. Margarets,South Shore--St. Margarets,preliminary,préliminaires,Schulthies,,Kevin,Christian Heritage Party,Parti de l'Héritage Chrétien,124,.2,0,52521
12009,South Shore--St. Margarets,South Shore--St. Margarets,preliminary,préliminaires,Trappenberg,,Thomas,Green Party,Parti Vert,6070,11.6,0,52521
12009,South Shore--St. Margarets,South Shore--St. Margarets,validated,validés,Foster,,Steven,Independent,Indépendant(e),376,.7,439,52957
12009,South Shore--St. Margarets,South Shore--St. Margarets,validated,validés,Hepburn,,Jessika,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8361,15.9,439,52957
12009,South Shore--St. Margarets,South Shore--St. Margarets,validated,validés,Jordan,,Bernadette,Liberal,Libéral,21886,41.7,439,52957
12009,South Shore--St. Margarets,South Shore--St. Margarets,validated,validés,Matthews,,Jason,VCP,CAC,125,.2,439,52957
12009,South Shore--St. Margarets,South Shore--St. Margarets,validated,validés,McMahon,,Shawn,Independent,Indépendant(e),165,.3,439,52957
12009,South Shore--St. Margarets,South Shore--St. Margarets,validated,validés,Monk,,Robert,People's Party,Parti populaire,667,1.3,439,52957
12009,South Shore--St. Margarets,South Shore--St. Margarets,validated,validés,Perkins,,Rick,Conservative,Conservateur,14744,28.1,439,52957
12009,South Shore--St. Margarets,South Shore--St. Margarets,validated,validés,Schulthies,,Kevin,Christian Heritage Party,Parti de l'Héritage Chrétien,124,.2,439,52957
12009,South Shore--St. Margarets,South Shore--St. Margarets,validated,validés,Trappenberg,,Thomas,Green Party,Parti Vert,6070,11.6,439,52957
12010,Sydney--Victoria,Sydney--Victoria,preliminary,préliminaires,Battiste,,Jaime,Liberal,Libéral,12536,30.9,0,40576
12010,Sydney--Victoria,Sydney--Victoria,preliminary,préliminaires,Foster,,Lois,Green Party,Parti Vert,2249,5.5,0,40576
12010,Sydney--Victoria,Sydney--Victoria,preliminary,préliminaires,Joy,,Randy,VCP,CAC,254,.6,0,40576
12010,Sydney--Victoria,Sydney--Victoria,preliminary,préliminaires,MacKinnon,,Archie,Independent,Indépendant(e),5679,14,0,40576
12010,Sydney--Victoria,Sydney--Victoria,preliminary,préliminaires,MacNeil,,Kenzie,Independent,Indépendant(e),480,1.2,0,40576
12010,Sydney--Victoria,Sydney--Victoria,preliminary,préliminaires,McDavid,,Jodi,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8150,20.1,0,40576
12010,Sydney--Victoria,Sydney--Victoria,preliminary,préliminaires,Orrell,,Eddie,Conservative,Conservateur,11228,27.7,0,40576
12010,Sydney--Victoria,Sydney--Victoria,validated,validés,Battiste,,Jaime,Liberal,Libéral,12536,30.9,528,41093
12010,Sydney--Victoria,Sydney--Victoria,validated,validés,Foster,,Lois,Green Party,Parti Vert,2249,5.5,528,41093
12010,Sydney--Victoria,Sydney--Victoria,validated,validés,Joy,,Randy,VCP,CAC,248,.6,528,41093
12010,Sydney--Victoria,Sydney--Victoria,validated,validés,MacKinnon,,Archie,Independent,Indépendant(e),5679,14,528,41093
12010,Sydney--Victoria,Sydney--Victoria,validated,validés,MacNeil,,Kenzie,Independent,Indépendant(e),480,1.2,528,41093
12010,Sydney--Victoria,Sydney--Victoria,validated,validés,McDavid,,Jodi,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8146,20.1,528,41093
12010,Sydney--Victoria,Sydney--Victoria,validated,validés,Orrell,,Eddie,Conservative,Conservateur,11227,27.7,528,41093
12011,West Nova,Nova-Ouest,preliminary,préliminaires,Cook,,Gloria Jane,VCP,CAC,453,1,0,46846
12011,West Nova,Nova-Ouest,preliminary,préliminaires,Deveau,,Jason,Liberal,Libéral,17034,36.4,0,46846
12011,West Nova,Nova-Ouest,preliminary,préliminaires,Dubois,,Matthew,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5020,10.7,0,46846
12011,West Nova,Nova-Ouest,preliminary,préliminaires,Green,,Judy N,Green Party,Parti Vert,5949,12.7,0,46846
12011,West Nova,Nova-Ouest,preliminary,préliminaires,d'Entremont,,Chris,Conservative,Conservateur,18390,39.3,0,46846
12011,West Nova,Nova-Ouest,validated,validés,Cook,,Gloria Jane,VCP,CAC,434,.9,512,47310
12011,West Nova,Nova-Ouest,validated,validés,Deveau,,Jason,Liberal,Libéral,17025,36.4,512,47310
12011,West Nova,Nova-Ouest,validated,validés,Dubois,,Matthew,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5010,10.7,512,47310
12011,West Nova,Nova-Ouest,validated,validés,Green,,Judy N,Green Party,Parti Vert,5939,12.7,512,47310
12011,West Nova,Nova-Ouest,validated,validés,d'Entremont,,Chris,Conservative,Conservateur,18390,39.3,512,47310
13001,Acadie--Bathurst,Acadie--Bathurst,preliminary,préliminaires,Cormier,,Serge,Liberal,Libéral,26519,55.1,0,48097
13001,Acadie--Bathurst,Acadie--Bathurst,preliminary,préliminaires,Kryszko,,Robert,Green Party,Parti Vert,4271,8.9,0,48097
13001,Acadie--Bathurst,Acadie--Bathurst,preliminary,préliminaires,Savoie,,Martine,Conservative,Conservateur,10344,21.5,0,48097
13001,Acadie--Bathurst,Acadie--Bathurst,preliminary,préliminaires,Thériault,,Daniel,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6963,14.5,0,48097
13001,Acadie--Bathurst,Acadie--Bathurst,validated,validés,Cormier,,Serge,Liberal,Libéral,26547,55.1,924,49067
13001,Acadie--Bathurst,Acadie--Bathurst,validated,validés,Kryszko,,Robert,Green Party,Parti Vert,4277,8.9,924,49067
13001,Acadie--Bathurst,Acadie--Bathurst,validated,validés,Savoie,,Martine,Conservative,Conservateur,10352,21.5,924,49067
13001,Acadie--Bathurst,Acadie--Bathurst,validated,validés,Thériault,,Daniel,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6967,14.5,924,49067
13002,Beauséjour,Beauséjour,preliminary,préliminaires,Bélanger,,Jean-Marc,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3937,7.3,0,53630
13002,Beauséjour,Beauséjour,preliminary,préliminaires,Cormier,,Vincent,Conservative,Conservateur,9435,17.6,0,53630
13002,Beauséjour,Beauséjour,preliminary,préliminaires,LeBlanc,,Dominic,Liberal,Libéral,24957,46.5,0,53630
13002,Beauséjour,Beauséjour,preliminary,préliminaires,Mercier,,Nancy,People's Party,Parti populaire,1050,2,0,53630
13002,Beauséjour,Beauséjour,preliminary,préliminaires,Reinsborough,,Laura,Green Party,Parti Vert,14251,26.6,0,53630
13002,Beauséjour,Beauséjour,validated,validés,Bélanger,,Jean-Marc,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3940,7.3,475,54160
13002,Beauséjour,Beauséjour,validated,validés,Cormier,,Vincent,Conservative,Conservateur,9438,17.6,475,54160
13002,Beauséjour,Beauséjour,validated,validés,LeBlanc,,Dominic,Liberal,Libéral,24948,46.5,475,54160
13002,Beauséjour,Beauséjour,validated,validés,Mercier,,Nancy,People's Party,Parti populaire,1054,2,475,54160
13002,Beauséjour,Beauséjour,validated,validés,Reinsborough,,Laura,Green Party,Parti Vert,14305,26.6,475,54160
13003,Fredericton,Fredericton,preliminary,préliminaires,Atwin,,Jenica,Green Party,Parti Vert,15380,32.8,0,46841
13003,Fredericton,Fredericton,preliminary,préliminaires,DeCourcey,,Matt,Liberal,Libéral,12803,27.3,0,46841
13003,Fredericton,Fredericton,preliminary,préliminaires,Johnson,,Andrea,Conservative,Conservateur,14589,31.1,0,46841
13003,Fredericton,Fredericton,preliminary,préliminaires,Kirby,,Brandon,Libertarian,Libertarien,123,.3,0,46841
13003,Fredericton,Fredericton,preliminary,préliminaires,Patterson,,Jacob,Communist,Communiste,76,.2,0,46841
13003,Fredericton,Fredericton,preliminary,préliminaires,Paull,,Jason,People's Party,Parti populaire,767,1.6,0,46841
13003,Fredericton,Fredericton,preliminary,préliminaires,Thomas,,Lesley,Animal Protection Party,Parti Protection Animaux,277,.6,0,46841
13003,Fredericton,Fredericton,preliminary,préliminaires,Thomason,,Mackenzie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2826,6,0,46841
13003,Fredericton,Fredericton,validated,validés,Atwin,,Jenica,Green Party,Parti Vert,16640,33.7,301,49710
13003,Fredericton,Fredericton,validated,validés,DeCourcey,,Matt,Liberal,Libéral,13544,27.4,301,49710
13003,Fredericton,Fredericton,validated,validés,Johnson,,Andrea,Conservative,Conservateur,15011,30.4,301,49710
13003,Fredericton,Fredericton,validated,validés,Kirby,,Brandon,Libertarian,Libertarien,126,.3,301,49710
13003,Fredericton,Fredericton,validated,validés,Patterson,,Jacob,Communist,Communiste,80,.2,301,49710
13003,Fredericton,Fredericton,validated,validés,Paull,,Jason,People's Party,Parti populaire,776,1.6,301,49710
13003,Fredericton,Fredericton,validated,validés,Thomas,,Lesley,Animal Protection Party,Parti Protection Animaux,286,.6,301,49710
13003,Fredericton,Fredericton,validated,validés,Thomason,,Mackenzie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2946,6,301,49710
13004,Fundy Royal,Fundy Royal,preliminary,préliminaires,Amos,,David Raymond,Independent,Indépendant(e),291,.6,0,47192
13004,Fundy Royal,Fundy Royal,preliminary,préliminaires,Evans,,John,National Citizens Alliance,Alliance Nationale Citoyens,200,.4,0,47192
13004,Fundy Royal,Fundy Royal,preliminary,préliminaires,Lockhart,,Alaina,Liberal,Libéral,12015,25.5,0,47192
13004,Fundy Royal,Fundy Royal,preliminary,préliminaires,Moore,,Rob,Conservative,Conservateur,21727,46,0,47192
13004,Fundy Royal,Fundy Royal,preliminary,préliminaires,Neumayer,,Rudy,People's Party,Parti populaire,1239,2.6,0,47192
13004,Fundy Royal,Fundy Royal,preliminary,préliminaires,Thompson,,Tim,Green Party,Parti Vert,7060,15,0,47192
13004,Fundy Royal,Fundy Royal,preliminary,préliminaires,Tolan,,James,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4660,9.9,0,47192
13004,Fundy Royal,Fundy Royal,validated,validés,Amos,,David Raymond,Independent,Indépendant(e),295,.6,349,48995
13004,Fundy Royal,Fundy Royal,validated,validés,Evans,,John,National Citizens Alliance,Alliance Nationale Citoyens,201,.4,349,48995
13004,Fundy Royal,Fundy Royal,validated,validés,Lockhart,,Alaina,Liberal,Libéral,12433,25.6,349,48995
13004,Fundy Royal,Fundy Royal,validated,validés,Moore,,Rob,Conservative,Conservateur,22389,46,349,48995
13004,Fundy Royal,Fundy Royal,validated,validés,Neumayer,,Rudy,People's Party,Parti populaire,1249,2.6,349,48995
13004,Fundy Royal,Fundy Royal,validated,validés,Thompson,,Tim,Green Party,Parti Vert,7275,15,349,48995
13004,Fundy Royal,Fundy Royal,validated,validés,Tolan,,James,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4804,9.9,349,48995
13005,Madawaska--Restigouche,Madawaska--Restigouche,preliminary,préliminaires,Arseneault,,René,Liberal,Libéral,17331,50.2,0,34535
13005,Madawaska--Restigouche,Madawaska--Restigouche,preliminary,préliminaires,Betteridge,,Chad,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2314,6.7,0,34535
13005,Madawaska--Restigouche,Madawaska--Restigouche,preliminary,préliminaires,Bérubé,,Louis,Green Party,Parti Vert,5090,14.7,0,34535
13005,Madawaska--Restigouche,Madawaska--Restigouche,preliminary,préliminaires,Fox,,Nelson,Conservative,Conservateur,9800,28.4,0,34535
13005,Madawaska--Restigouche,Madawaska--Restigouche,validated,validés,Arseneault,,René,Liberal,Libéral,17331,50.3,657,35126
13005,Madawaska--Restigouche,Madawaska--Restigouche,validated,validés,Betteridge,,Chad,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2212,6.4,657,35126
13005,Madawaska--Restigouche,Madawaska--Restigouche,validated,validés,Bérubé,,Louis,Green Party,Parti Vert,5125,14.9,657,35126
13005,Madawaska--Restigouche,Madawaska--Restigouche,validated,validés,Fox,,Nelson,Conservative,Conservateur,9801,28.4,657,35126
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,préliminaires,Clancy Teslenko,,Eileen,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2874,8.3,0,34597
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,préliminaires,Deitch,,Patty,Green Party,Parti Vert,3915,11.3,0,34597
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,préliminaires,Finnigan,,Pat,Liberal,Libéral,12725,36.8,0,34597
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,préliminaires,Lawson,,Mathew Grant,Independent,Indépendant(e),396,1.1,0,34597
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,préliminaires,MacKenzie,,Allison,Independent,Indépendant(e),1160,3.4,0,34597
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,préliminaires,McLean,,Peggy,Conservative,Conservateur,12311,35.6,0,34597
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,préliminaires,Nowlan,,Ron,People's Party,Parti populaire,1216,3.5,0,34597
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,validés,Clancy Teslenko,,Eileen,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2875,8.3,517,35115
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,validés,Deitch,,Patty,Green Party,Parti Vert,3914,11.3,517,35115
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,validés,Finnigan,,Pat,Liberal,Libéral,12722,36.8,517,35115
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,validés,Lawson,,Mathew Grant,Independent,Indépendant(e),396,1.1,517,35115
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,validés,MacKenzie,,Allison,Independent,Indépendant(e),1160,3.4,517,35115
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,validés,McLean,,Peggy,Conservative,Conservateur,12352,35.7,517,35115
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,validés,Nowlan,,Ron,People's Party,Parti populaire,1179,3.4,517,35115
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,préliminaires,Driver,,Stephen,People's Party,Parti populaire,1258,2.4,0,51943
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,préliminaires,Godin-Charest,,Sylvie,Conservative,Conservateur,12190,23.5,0,51943
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,préliminaires,Kelly,,Claire,Green Party,Parti Vert,9371,18,0,51943
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,préliminaires,MacDonald,,Brad,Animal Protection Party,Parti Protection Animaux,414,.8,0,51943
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,préliminaires,MacLaren,,Luke,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6164,11.9,0,51943
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,préliminaires,Petitpas Taylor,,Ginette,Liberal,Libéral,22261,42.9,0,51943
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,préliminaires,Williams,,Rhys,Christian Heritage Party,Parti de l'Héritage Chrétien,285,.5,0,51943
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,validés,Driver,,Stephen,People's Party,Parti populaire,1258,2.4,396,52224
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,validés,Godin-Charest,,Sylvie,Conservative,Conservateur,12200,23.5,396,52224
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,validés,Kelly,,Claire,Green Party,Parti Vert,9287,17.9,396,52224
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,validés,MacDonald,,Brad,Animal Protection Party,Parti Protection Animaux,373,.7,396,52224
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,validés,MacLaren,,Luke,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6164,11.9,396,52224
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,validés,Petitpas Taylor,,Ginette,Liberal,Libéral,22261,43,396,52224
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,validés,Williams,,Rhys,Christian Heritage Party,Parti de l'Héritage Chrétien,285,.5,396,52224
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,préliminaires,Jonah,,Susan,Green Party,Parti Vert,5352,13.5,0,39648
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,préliminaires,Ludwig,,Karen,Liberal,Libéral,10110,25.5,0,39648
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,préliminaires,Mullin,,Douglas,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3251,8.2,0,39648
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,préliminaires,Sarty,,Meryl,People's Party,Parti populaire,1274,3.2,0,39648
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,préliminaires,Scott,,Abe,VCP,CAC,204,.5,0,39648
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,préliminaires,Williamson,,John,Conservative,Conservateur,19457,49.1,0,39648
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,validés,Jonah,,Susan,Green Party,Parti Vert,5352,13.5,301,39879
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,validés,Ludwig,,Karen,Liberal,Libéral,10110,25.5,301,39879
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,validés,Mullin,,Douglas,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3251,8.2,301,39879
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,validés,Sarty,,Meryl,People's Party,Parti populaire,1214,3.1,301,39879
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,validés,Scott,,Abe,VCP,CAC,200,.5,301,39879
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,validés,Williamson,,John,Conservative,Conservateur,19451,49.1,301,39879
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,préliminaires,Barnett,,Neville,Independent,Indépendant(e),150,.4,0,41254
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,préliminaires,Cormier,,Armand,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5046,12.2,0,41254
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,préliminaires,Jamieson,,Stuart,Independent,Indépendant(e),1191,2.9,0,41254
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,préliminaires,Long,,Wayne,Liberal,Libéral,15448,37.4,0,41254
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,préliminaires,McAllister,,Ann,Green Party,Parti Vert,4153,10.1,0,41254
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,préliminaires,Salesse,,Adam J. C.,People's Party,Parti populaire,1260,3.1,0,41254
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,préliminaires,Weston,,Rodney,Conservative,Conservateur,14006,34,0,41254
13009,Saint John--Rothesay,Saint John--Rothesay,validated,validés,Barnett,,Neville,Independent,Indépendant(e),150,.4,250,41503
13009,Saint John--Rothesay,Saint John--Rothesay,validated,validés,Cormier,,Armand,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5046,12.2,250,41503
